,Brand_name,Brand_detail_name,prices,RAM,Storage,Has_ssd,Core,Gen,Discount_Percentage,Operating_System,Warranty_Period,Space_Score
0,Tecno,Tecno Megabook T1 Laptop ,29990,16,512,1,i5,11,32.0,11,1,0
1,Tecno,Tecno Megabook T1 Laptop ,23990,8,512,1,i3,11,19.0,11,1,0
2,HP,HP 15s-fq5007TU Laptop ,36990,8,512,1,i3,12,4.0,11,1,0
3,Infinix,Infinix Zerobook 2023 Laptop ,59990,32,1024,1,i9,13,19.0,11,1,0
4,HP,HP 15s-fr5011TU Laptop ,53990,16,512,1,i5,12,3.0,11,1,0
5,Asus,Asus TUF Gaming F15 FX506HF-HN024W Gaming Laptop ,49990,8,512,1,i5,11,6.0,11,1,0
6,Samsung,Samsung Galaxy Book2 Pro 13 Laptop ,64990,16,512,1,i5,12,8.0,11,1,0
7,Apple,Apple MacBook Air 2020 MGND3HN Laptop ,74990,8,256,1,,,6.0,11,1,45
8,HP,HP Victus 15-fb0157AX Gaming Laptop ,50999,8,512,1,,,3.0,11,1,0
9,HP,HP Victus 16-s0094AX Gaming Laptop ,80990,16,1024,1,,,5.0,11,1,0
10,Lenovo,Lenovo V15 82KDA01BIH Laptop ,28490,8,512,1,,,4.0,11,1,0
11,HP,HP Victus 15-fb1017AX Gaming Laptop ,56490,16,512,1,,,5.0,11,1,0
12,Lenovo,Lenovo IdeaPad Gaming 3 15IHU6 82K101GSIN Laptop ,47990,8,512,1,i5,11,4.0,11,1,0
13,Acer,Acer Aspire 5 A515-57G UN.K9TSI.002 Gaming Laptop ,52990,16,512,1,i5,12,4.0,11,1,0
14,Acer,Acer Aspire Lite 15 AL15-52 Laptop ,34890,16,512,1,i3,12,,11,1,0
15,Lenovo,Lenovo LOQ 15IRX9 83DV007FIN Gaming Laptop ,122990,16,1024,1,i7,14,,11,1,0
16,Lenovo,Lenovo ThinkBook 15 G5 21JF002JIN Laptop ,33990,8,512,1,,,7.0,11,1,0
17,Asus,Asus TUF Gaming F15 FX506HF-HN025W Gaming Laptop ,53990,16,512,1,i5,11,6.0,11,1,0
18,MSI,MSI Modern 14 C7M-062IN Laptop ,37990,16,512,1,,,12.0,11,1,0
19,Dell,Dell Inspiron 3520 D560896WIN9B Laptop ,34120,8,512,1,i3,12,8.0,11,1,0
20,Acer,Acer Aspire Lite 15 AL15-52 Laptop ,36990,16,1024,1,i3,12,,11,1,0
21,Lenovo,Lenovo Legion Pro 5 161IRX9 Laptop ,149990,32,1024,1,i9,14,,11,1,0
22,Infinix,Infinix INBook Y2 Plus Laptop ,34990,16,512,1,i5,11,,11,1,56
23,Lenovo,Lenovo IdeaPad Slim 3 82H803LKIN Laptop ,47600,16,512,1,i5,11,2.0,11,1,0
24,Xiaomi,Xiaomi Redmi Book 16 2024 Laptop ,52990,16,512,1,i5,13,,11,1,0
25,Samsung,Samsung Galaxy Book 4 360 Laptop ,129900,16,512,1,i7,13,,11,1,0
26,MSI,MSI Katana 15 B13UDXK-1482IN Gaming Laptop ,74990,32,1024,1,i5,13,16.0,11,1,0
27,Asus,Asus TUF Gaming F15 FX506HE-HN385WS Gaming Laptop ,75990,16,1024,1,i7,11,3.0,11,1,0
28,HP,HP Victus 15-fa1062TX Gaming Laptop ,83999,16,512,1,i5,13,10.0,11,1,0
29,Acer,Acer Nitro V ANV15-51 2023 Gaming Laptop ,77990,16,512,1,i5,13,1.0,11,1,0
30,Lenovo,Lenovo Legion 9i 2023 Laptop ,399999,32,1024,1,i9,13,,11,1,0
31,Asus,Asus Vivobook 15 X1502ZA-EJ741WS Laptop ,59990,16,512,1,i7,12,2.0,11,1,0
32,HP,HP 255 G9 840T7PA Laptop ,19940,4,256,1,,,,11,1,49
33,Asus,Asus TUF Gaming F15 2023 FX507ZV-LP094W Gaming Laptop ,99990,16,512,1,i7,12,6.0,11,1,0
34,HP,HP Pavilion 15-eg3081TU Laptop ,70990,16,512,1,i5,13,1.0,11,1,0
35,HP,HP Victus 15-fa0666TX Gaming Laptop ,69599,16,512,1,i5,12,2.0,11,1,0
36,MSI,MSI Modern 14 C7M-063IN Laptop ,31990,8,512,1,,,19.0,11,1,0
37,MSI,MSI Sword 15 A12VF-401IN Gaming Laptop ,96990,16,1024,1,i7,12,8.0,11,1,0
38,Samsung,Samsung Galaxy Book2 NP550XED-KA2IN Laptop ,47990,16,512,1,i5,12,6.0,11,1,0
39,Asus,Asus Vivobook 16X 2022 M1603QA-MB711WS Laptop ,57390,16,512,1,,,,11,1,0
40,MSI,MSI Titan 18 HX Gaming Laptop ,599990,32,2048,1,i9,14,,11,1,0
41,HP,HP Victus 15-fa1145TX Gaming Laptop ,65990,16,1024,1,i5,12,6.0,11,1,0
42,Acer,Acer Aspire Lite AL15-52 Laptop ,42990,16,512,1,i5,12,3.0,11,1,0
43,Apple,Apple MacBook Pro 16 2023 Laptop ,399900,48,1024,1,,,,11,1,0
44,Dell,Dell Inspiron 3530 Laptop ,72890,16,512,1,i7,13,1.0,11,1,57
45,Asus,Asus Vivobook 15 X1502ZA-EJ385WS Laptop ,39990,8,512,1,i3,12,1.0,11,1,57
46,Lenovo,Lenovo Yoga Slim 6 14IAP8 82WU0095IN Laptop ,64519,16,512,1,i5,12,1.0,11,1,0
47,Lenovo,Lenovo ThinkBook 15 G5 21JFA00BIN Laptop ,44990,8,512,1,,,9.0,11,1,0
48,Asus,Asus Vivobook 15 X1502ZA-EJ544WS Laptop ,53590,16,512,1,i5,12,8.0,11,1,0
49,HP,HP 15S-FQ5202TU Laptop ,49490,8,512,1,i5,12,5.0,11,1,57
50,HP,HP Victus 15-fb1015AX Gaming Laptop ,50990,8,512,1,,,3.0,11,1,0
51,MSI,MSI Modern 14 C12M-459IN Laptop ,49990,16,512,1,i7,12,2.0,11,1,0
52,Wings,Wings Nuvobook V1 Laptop ,34990,8,512,1,i5,11,20.0,11,1,56
53,Asus,Asus VivoBook 15 X1500EA-EJ326WS Laptop ,29790,8,512,1,i3,11,10.0,11,1,54
54,Lenovo,Lenovo V15 G4 ‎82YU00W7IN Laptop ,29990,8,512,1,,,2.0,11,1,59
55,Acer,Acer Nitro 5 AN515-58 NH.QFSSI.001 Gaming Laptop ,89990,16,1024,1,i7,12,6.0,11,1,0
56,Dell,Dell Vostro 3510 Laptop 2023 ,43490,8,1024,1,i5,11,6.0,11,1,0
57,HP,HP Victus 15-fa0998TX Gaming Laptop ,68999,16,512,1,i5,12,4.0,11,1,0
58,HP,HP 14s-dy5008TU Laptop ,39891,8,512,1,i3,12,2.0,11,1,0
59,Asus,Asus Vivobook 16X 2022 M1603QA-MB502WS Laptop ,46990,8,512,1,,,4.0,11,1,0
60,Asus,Asus Vivobook 15 Touch X515EA-EZ311WS Laptop ,31990,8,512,1,i3,11,7.0,11,1,56
61,Apple,Apple MacBook Air 2022 Laptop ,102990,8,256,1,,,1.0,11,1,48
62,Dell,Dell G15-5520 Laptop ,71490,16,512,1,i5,12,2.0,11,1,0
63,Samsung,Samsung Galaxy Book2 Pro 360 13 Laptop ,87990,16,512,1,i7,12,20.0,11,1,0
64,HP,HP 14s-fq1092au Laptop ,39990,8,512,1,,,5.0,11,1,0
65,Dell,Dell Precision 5550 Laptop ,184999,16,512,1,i7,10,,11,1,0
66,Lenovo,Lenovo IdeaPad Slim 3 15IAH8 83ER008HIN Laptop ,55390,16,512,1,i5,12,,11,1,0
67,Chuwi,Chuwi Ubook X Laptop ,39990,12,512,1,i3,10,,11,1,51
68,Lenovo,Lenovo IdeaPad Slim 3 83EM0026IN Laptop ,60990,16,512,1,i5,13,5.0,11,1,59
69,Lenovo,Lenovo LOQ 15IRX9 83DV007JIN Gaming Laptop ,84990,16,512,1,i5,13,,11,1,0
70,HP,HP Spectre x360 16-aa0664TX Laptop ,199999,32,1024,1,,,,11,1,0
71,Lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K2029CIN Laptop ,48990,16,512,1,,,,11,1,0
72,HP,HP Pavilion x360 14-ek0183TU Laptop ,65622,8,512,1,i3,12,,11,1,0
73,Asus,Asus Vivobook 14X K3405ZF-LY752WS  Laptop ,74890,16,1024,1,i7,12,,11,1,0
74,HP,HP 15s-fr5010TU Laptop ,49990,8,512,1,i5,12,6.0,11,1,59
75,HP,HP Omen 16-wf1025TX Gaming Laptop ,153990,16,1024,1,i7,14,,11,1,0
76,HP,HP Pavilion 15-eh1047AU Laptop ,64094,16,1024,1,,,,11,1,0
77,Asus,Asus ROG Flow X13 GV301RC-LJ132WS Gaming Laptop ,89990,16,512,1,,,8.0,11,1,0
78,Dell,Dell G15-5530 Gaming Laptop ,83990,16,1024,1,i5,13,5.0,11,1,0
79,Asus,Asus Zenbook 14 OLED UX3405 Laptop ,149990,16,512,1,,,,11,1,0
80,Samsung,Samsung Galaxy Book 4 Pro 360 Laptop ,199990,16,512,1,,,,11,1,0
81,Lenovo,Lenovo IdeaPad Slim 3 82H803HQIN Laptop ,39990,8,512,1,i5,11,8.0,11,1,0
82,Samsung,Samsung Galaxy Book 4 Ultra Laptop ,299999,32,1024,1,,,,11,1,0
83,Xiaomi,Xiaomi Redmi Book 14 2024 Laptop ,49990,16,512,1,i5,13,,11,1,0
84,Lenovo,Lenovo Ideapad Slim 5 82XF0078IN Laptop ,96989,16,1024,1,i7,13,7.0,11,1,0
85,Lenovo,Lenovo V15 G4 Laptop ,24590,8,512,1,,,3.0,11,1,47
86,HP,HP 15s-FR5012TU Laptop ,37990,8,512,1,i3,12,8.0,11,1,57
87,HP,HP 15s-er2004AU Laptop ,50990,16,512,1,,,4.0,11,1,58
88,Acer,Acer Aspire Lite AL15-52 Laptop ,31990,8,512,1,i3,12,3.0,11,1,58
89,Dell,Dell G15-5530 15 2023 Gaming Laptop ,105490,16,1024,1,i7,13,16.0,11,1,0
90,MSI,MSI Katana 15 B12VGK-1295IN Gaming Laptop ,114990,16,1024,1,i7,12,13.0,11,1,0
91,MSI,MSI Thin GF63 11SC-1629IN Gaming Laptop ,48990,16,512,1,i5,11,5.0,11,1,0
92,HP,HP 250 G9 7M657PA Laptop ,32999,8,512,1,i3,12,8.0,11,1,0
93,Ultimus,Ultimus Pro NU14U3INC43BN-CS Laptop ,11990,4,128,1,,,7.0,11,1,41
94,Zebronics,Zebronics Pro Series Z ZEB-NBC 4S Laptop ,39990,16,512,1,i5,12,,11,1,0
95,HP,HP 15s-fq5185TU Laptop ,38849,8,512,1,i3,12,1.0,11,1,59
96,Zebronics,Zebronics Pro Series Y ZEB-NBC 2S Laptop ,28990,16,512,1,i5,11,13.0,11,1,0
97,Lenovo,Lenovo IdeaPad Gaming 3 82SB00V2IN Laptop ,61712,8,512,1,,,1.0,11,1,0
98,Acer,Acer TravelMate P2 TMP214-53 Business Laptop ,45990,16,1024,1,i7,11,13.0,11,1,0
99,Asus,Asus Vivobook 16 2023 X1605VA-MB947WS Laptop ,79990,16,512,1,i9,13,2.0,11,1,0
100,Lenovo,Lenovo Thinkpad E15 G4 21DJA0Y0IN Laptop ,57990,16,512,1,i7,12,1.0,11,1,0
101,Asus,Asus ROG Strix G17 G713RC-HX109WS Gaming Laptop ,79990,16,512,1,,,6.0,11,1,0
102,Ultimus,Ultimus Neo NU14U3INT54BN Laptop ,19990,8,256,1,i3,10,11.0,11,1,52
103,HP,HP Victus 16-s0095AX Gaming Laptop ,81700,16,512,1,,,2.0,11,1,0
104,Lenovo,Lenovo Yoga 7 82YM0074IN Laptop ,94990,16,1024,1,,,2.0,11,1,0
105,Lenovo,Lenovo Ideapad Slim 5 82XF007CIN Laptop ,69190,16,1024,1,i5,13,4.0,11,1,58
106,HP,HP Victus 15-FB1001AX Gaming Laptop ,54900,8,512,1,,,,11,1,0
107,Asus,Asus TUF Gaming F15 FX506HE-HN382W Gaming Laptop ,68990,16,512,1,i7,11,7.0,11,1,0
108,HP,HP Victus 15-fa0187TX Gaming Laptop ,87990,16,1024,1,i7,12,4.0,11,1,0
109,Infinix,Infinix INBook X3 Slim XL422 2023 Laptop ,27990,8,512,1,i3,12,2.0,11,1,50
110,HP,HP Pavilion 15-eg3017TU Laptop ,71990,16,1024,1,i5,13,,11,1,0
111,HP,HP Omen 16-xf0060AX Gaming Laptop ,116990,16,1024,1,,,5.0,11,1,0
112,HP,HP Victus 16-s0089AX Gaming Laptop ,82990,16,1024,1,,,7.0,11,1,0
113,Lenovo,Lenovo LOQ 15IRH8 82XV00F4IN 2023 Gaming Laptop ,64990,16,512,1,i5,12,2.0,11,1,0
114,Lenovo,Lenovo LOQ 15IRH8 82XV00BRIN 2023 Gaming Laptop ,107990,16,512,1,i7,13,5.0,11,1,0
115,Lenovo,Lenovo LOQ 2023 Gaming Laptop  ,89999,8,512,1,i5,13,,11,1,0
116,MSI,MSI Modern 15 B11M-061IN Laptop ,39990,16,512,1,i5,11,1.0,11,1,0
117,Apple,Apple MacBook Air 2023 Laptop ,139990,8,256,1,,,,11,1,43
118,Acer,Acer Aspire Lite AL15 Laptop ,35990,16,512,1,,,5.0,11,1,0
119,Asus,Asus Zenbook 14X OLED 2023 UX5401ZA-KM541WS Laptop ,67990,16,512,1,i5,12,7.0,11,1,0
120,Asus,Asus TUF Gaming F17 FX707ZC4-HX067W Gaming Laptop ,74085,16,512,1,i5,12,,11,1,0
121,Dell,Dell Inspiron 5430 Laptop ,85490,16,1024,1,i7,13,1.0,11,1,0
122,Dell,Dell G15-5520 2023 Laptop ,74490,16,1024,1,i5,12,3.0,11,1,0
123,HP,HP Pavilion Plus 14-eh1022TU Laptop ,72990,16,512,1,i5,13,8.0,11,1,0
124,Infinix,Infinix Zerobook 13 ZL513 Laptop ,51990,16,512,1,i7,13,22.0,11,1,58
125,Dell,Dell Inspiron 3525 Laptop ,37990,8,512,1,,,5.0,11,1,0
126,Dell,Dell Inspiron 5630 Laptop ,73290,16,512,1,i5,13,6.0,11,1,0
127,HP,HP Victus 15-fb0137AX Gaming Laptop ,66990,16,512,1,,,10.0,11,1,0
128,HP,HP Pavilion 15s-fq5190TU Laptop ,67490,16,512,1,i7,12,1.0,11,1,0
129,HP,HP Victus 15-fa0555TX  Laptop ,70490,16,512,1,i5,12,,11,1,0
130,Acer,Acer Aspire 7 A715-76G NH.QMFSI.004 Gaming Laptop ,57990,16,512,1,i5,12,5.0,11,1,0
131,Dell,Dell G15-5530 GN5530D83M6002ORB1 Gaming Laptop ,79990,16,512,1,i5,13,2.0,11,1,0
132,Asus,Asus Vivobook 16X 2023 K3605ZF-MB541WS Laptop ,64990,16,512,1,i5,12,1.0,11,1,0
133,Asus,Asus ROG Strix G16 2023 G614JU-N3200WS Gaming Laptop ,134990,16,1024,1,i7,13,4.0,11,1,0
134,Asus,Asus Vivobook 15 X1502ZA-EJ532WS Laptop ,46990,8,512,1,i5,12,,11,1,0
135,HP,HP Pavilion 15-eh2050AU Laptop ,44999,8,512,1,,,9.0,11,1,0
136,Acer,Acer Predator Helios Neo 16 NH.QLTSI.001 Laptop ,97990,16,512,1,i5,13,5.0,11,1,0
137,Samsung,Samsung Galaxy Book 3  NP750XFG-KB2IN Laptop ,72990,16,512,1,i5,13,6.0,11,1,59
138,MSI,MSI Bravo 15 B5ED-035IN Gaming Laptop ,54990,16,512,1,,,9.0,11,1,0
139,Apple,Apple MacBook Air 15 2023 Laptop ,114990,8,256,1,,,8.0,11,1,53
140,Infinix,Infinix INBook Y1 Plus Neo XL30 Laptop ,21990,8,512,1,,,9.0,11,1,53
141,Acer,Acer Predator Helios 16 NH.QJRSI.003 Laptop ,178999,16,1024,1,i9,13,1.0,11,1,0
142,MSI,MSI Modern 14 C11M-031IN Laptop ,28990,8,512,1,i3,11,3.0,11,1,59
144,MSI,MSI Stealth GS77 12UHS-226IN Gaming Laptop ,280990,32,2048,1,i9,12,7.0,11,1,0
145,Asus,Asus VivoBook 15 X1500EA-EJ3379WS Laptop ,28990,8,512,1,i3,11,9.0,11,1,50
146,Primebook,Primebook 4G Android Laptop ,14990,4,64,0,,,1.0,11,1,0
147,HP,HP Victus 15-fb0777AX Gaming Laptop ,51990,8,512,1,,,3.0,11,1,0
148,HP,HP 15s-fq2717TU Laptop ,34490,8,512,1,i3,11,6.0,11,1,0
149,Samsung,Samsung Galaxy Book2 NP550XED-KA1IN 15 Laptop ,44990,8,512,1,i5,12,2.0,11,1,59
150,Dell,Dell Inspiron 3520 Laptop ,47990,8,512,1,i5,12,7.0,11,1,0
151,HP,HP 15s-fr4000TU Laptop ,46980,8,512,1,i5,11,2.0,11,1,0
152,Dell,Dell Latitude 3430 Laptop ,108000,8,512,1,i5,12,,11,1,0
153,Dell,Dell Inspiron 5420 Laptop ,69999,16,512,1,i5,12,2.0,11,1,0
154,Dell,Dell Inspiron 3520 D560871WIN9B Laptop ,45290,8,512,1,i5,12,11.0,11,1,54
155,Dell,Dell Inspiron 3525 D560789WIN9S Laptop ,45490,8,512,1,,,,11,1,0
156,HP,HP Victus 15-fa0070TX Laptop ,56490,8,512,1,i5,12,4.0,11,1,0
157,Asus,Asus TUF Gaming F15 FX506HC-HN362WS Gaming Laptop ,59990,16,512,1,i5,11,5.0,11,1,0
158,Asus,Asus Vivobook 16X 2022 M1603QA-MB511WS Laptop ,51990,16,512,1,,,1.0,11,1,0
159,Apple,Apple MacBook Pro 2022 Laptop ,109990,8,256,1,,,1.0,11,1,43
160,Asus,Asus Vivobook S15 OLED K3502ZA-L501WS Laptop ,67990,16,512,1,i5,12,2.0,11,1,0
161,Asus,Asus Vivobook S14 OLED S3402ZA-KM501WS Laptop ,65990,16,512,1,i5,12,6.0,11,1,0
162,Samsung,Samsung Galaxy Book2 15 Laptop ,53110,8,512,1,i5,12,1.0,11,1,59
163,Samsung,Samsung Galaxy Book2 Pro 360 15 Laptop ,86990,16,512,1,i7,12,29.0,11,1,0
164,HP,HP 15s-eq2144au Laptop ,38990,8,512,1,,,3.0,11,1,0
165,Apple,Apple MacBook Pro 16 Laptop ,201498,32,2048,1,i9,9,,11,1,0
166,Honor,Honor MagicBook X16 2024 ‎Laptop ,48990,16,512,1,i5,12,4.0,11,1,58
167,HP,HP Omen 16-xf0081AX Gaming Laptop ,135999,32,1024,1,,,,11,1,0
168,HP,HP Omen 16-xd0010AX Gaming Laptop ,115999,16,1024,1,,,,11,1,0
169,Infinix,Infinix INBook Y4 Max Series YL613 Laptop ,49990,16,512,1,i7,13,,11,1,59
170,Dell,Dell G15-5530 GN5530194YM001ORB1 Gaming Laptop ,107399,16,1024,1,i7,13,,11,1,0
171,Lenovo,Lenovo Ideapad Slim 3 Chromebook 14IAN8 83BN001PHA Laptop ,22990,4,128,0,,,6.0,11,1,0
172,Lenovo,Lenovo Ideapad Slim 3 Chrome 14M868 82XJ002LHA Laptop ,15990,4,128,0,,,,11,1,0
173,Lenovo,Lenovo Ideapad Slim 3 Chrome 14M868 82XJ002RHA Laptop ,17990,8,128,0,,,12.0,11,1,0
174,HP,HP Victus 15-fa1124TX Gaming Laptop ,60934,8,512,1,i5,12,,11,1,0
175,Lenovo,Lenovo LOQ 15IRX9 83DV007HIN Gaming Laptop ,122990,16,512,1,i7,13,,11,1,0
176,HP,HP Pavilion 15-eh3039AU Laptop ,58500,16,512,1,,,,11,1,0
177,Lenovo,Lenovo ThinkBook 14 21KG00AFIN Laptop ,43990,8,512,1,i3,13,,11,1,0
178,Lenovo,Lenovo Ideapad Gaming 3 15ARH7 82SB00M6IN Laptop ,76190,16,512,1,,,,11,1,0
179,Lenovo,Lenovo Ideapad Gaming 3 15ARH7 82SB00QYIN Laptop ,82190,16,512,1,,,,11,1,0
180,Asus,Asus TUF Gaming F17 FX706HF-HX044WS Laptop ,53990,8,512,1,i5,11,,11,1,0
181,Asus,Asus Chromebook CM14 CM1402CM2A-EK0085 Laptop ,26990,8,128,0,,,37.0,11,1,0
182,HP,HP 245 G9 841W7PA Laptop ,23990,8,512,1,,,3.0,11,1,53
183,Lenovo,Lenovo LOQ 15IAX9I 83FQ0009IN Gaming Laptop ,59990,8,512,1,i5,12,,11,1,59
184,Lenovo,Lenovo ThinkBook 15 G5 21JF002PIN Laptop ,44990,8,512,1,,,,11,1,0
185,Lenovo,Lenovo ThinkPad E1 21JNS03P00 Laptop ,49990,8,512,1,i3,12,,11,1,59
186,Lenovo,Lenovo ThinkBook 15 G5 21JFA016IN Laptop ,52990,16,512,1,,,,11,1,0
187,HP,HP Spectre x360 16-aa0665TU Laptop ,176499,32,2048,1,,,2.0,11,1,0
188,Acer,Acer Aspire Lite AL15-52 15 Laptop ,46790,16,1024,1,i5,12,3.0,11,1,0
189,HP,HP Spectre x360 14-eu0666TU Laptop ,161189,32,1024,1,,,1.0,11,1,0
190,HP,HP Spectre x360 14-eu0556TU Laptop ,161999,32,1024,1,,,,11,1,0
191,HP,HP Omen 16-wf1026TX Gaming Laptop ,174859,16,1024,1,i7,14,,11,1,0
192,Lenovo,Lenovo IdeaPad Slim 3 83ER008GIN Laptop ,54800,16,512,1,i5,12,2.0,11,1,0
193,Chuwi,Chuwi Gemibook X Pro Laptop ,19990,8,256,1,,,6.0,11,1,50
194,Asus,Asus VivoBook 14 X1400EA-EK543WS Notebook ,41990,16,512,1,i5,11,10.0,11,1,57
195,HP,HP Pavilion 15-EG2119TU Laptop ,60990,12,512,1,i5,12,5.0,11,1,54
196,Acer,Acer Nitro V 15 ANV15-51 Gaming Laptop ,69990,16,512,1,i5,13,6.0,11,1,0
197,Lenovo,Lenovo IdeaPad Slim 3 82X60013IN Laptop ,44990,8,512,1,i3,13,,11,1,51
198,Chuwi,Chuwi CoreBook X Laptop ,34990,16,512,1,i5,10,1.0,11,1,54
199,Avita,Avita Liber Liber E AM14A2INL54F Laptop ,32949,8,256,1,,,,11,1,50
200,Lenovo,Lenovo ThinkPad X1 Fold Gen 1 Laptop ,169000,8,1024,1,,,2.0,11,1,0
201,Ultimus,Ultimus Lite NU14U3INC54BN Laptop ,15990,8,256,1,,,1.0,11,1,46
202,Lenovo,Lenovo IdeaPad Slim 3 15IRH8 83EM0025IN Laptop ,59390,16,512,1,i5,13,4.0,11,1,59
203,Dell,Dell ‎G16 7630 Gaming Laptop ,208490,16,1024,1,i9,13,1.0,11,1,0
204,HP,HP Envy x360 15-fh0014AU Laptop ,79467,8,512,1,,,,11,1,0
205,Lenovo,Lenovo IdeaPad Slim 3 83ER008DIN Laptop ,54990,16,512,1,i5,12,2.0,11,1,57
206,Infinix,Infinix INBook Y2 Plus XL29 Laptop ,27490,8,512,1,i3,11,,11,1,49
207,MSI,MSI Prestige 13 AI Evo A1M Laptop ,113999,16,512,1,,,,11,1,0
