,Brand_name,Brand_detail_name,prices,RAM,Storage,Has_ssd,Core,Gen,Discount_Percentage,Operating_System,Warranty_Period,Space_Score
208,Lenovo,Lenovo Ideapad Flex 5 14IAU7 82R700KHIN Laptop ,54990,8,512,1,i3,12,,11,1,58
209,Lenovo,Lenovo V15 G4 ‎82YU00W9IN Laptop ,35490,8,512,1,,,1.0,11,1,0
210,HP,HP 250 G9 95X38PA Laptop ,57400,8,512,1,i5,12,,11,1,51
211,HP,HP 240 G9 8J0S5PA Laptop ,54599,8,512,1,i5,12,,11,1,58
212,Acer,Acer Predator Triton Neo 16 Laptop ,199999,32,2048,1,,,,11,1,0
213,Lenovo,Lenovo ThinkBook 14 21DH00C1IH Laptop ,62999,8,512,1,i5,12,2.0,11,1,0
214,Lenovo,Lenovo IdeaPad Slim 1 82R400BGIN Laptop ,36480,8,512,1,,,4.0,11,1,50
215,Lenovo,Lenovo V14 82KAA0AMIH Laptop ,45990,8,512,1,i5,11,,11,1,58
216,Lenovo,Lenovo IdeaPad 1 15ALC7 82R400ERIN Laptop ,39990,16,512,1,,,3.0,11,1,59
217,Acer,Acer Nitro V16 Gaming Laptop ,149900,16,1024,1,,,,11,1,0
218,MSI,MSI Thin GF63 11UC-1494IN Gaming Laptop ,65390,16,1024,1,i7,11,3.0,11,1,0
219,Huawei,Huawei Qingyun L540 Laptop ,81999,16,512,1,,,,11,1,44
220,Lenovo,Lenovo IdeaPad Slim 3i 82RK011EIN Laptop ,62990,16,512,1,i7,12,,11,1,0
221,Lenovo,Lenovo IdeaPad Gaming 3 82SB00Y8IN Laptop ,69990,16,512,1,,,14.0,11,1,0
222,Huawei,Huawei MateBook 14s 2023 Laptop ,80999,16,1024,1,i9,13,,11,1,0
223,Dell,Dell Inspiron 3535 Laptop ,36490,8,512,1,,,1.0,11,1,53
224,HP,HP 15s-EQ2084AU Laptop ,51880,16,512,1,,,2.0,11,1,0
225,Lenovo,Lenovo IdeaPad Gaming 3 15IAH7 82S9017TIN Laptop ,70990,16,512,1,i5,12,,11,1,0
226,Jio,Jio JioBook Cloud Laptop ,14999,4,64,0,,,,11,1,0
227,Dell,Dell Latitude 3520 DLCK3520BL Laptop ,35500,8,512,1,i3,11,,11,1,53
228,Dell,Dell Inspiron 3520 IN3520RVTGV001ORB1 Laptop ,34990,8,512,1,i3,11,4.0,11,1,49
229,HP,HP 250 G9 95X40PA Laptop ,67288,8,512,1,i7,12,,11,1,52
230,Lenovo,Lenovo Thinkpad E14 G4 21E3S00P00 Laptop ,74900,8,512,1,i5,12,6.0,11,1,0
231,Acer,Acer Aspire 3 A315-24P UN.KDESI.003 Laptop ,29990,8,512,1,,,3.0,11,1,52
232,Lenovo,Lenovo IdeaPad Slim 3 82H803U0IN Laptop ,31500,8,256,1,i3,11,2.0,11,1,51
234,Dell,Dell Latitude 13 5320 2 in 1 Laptop ,89999,8,256,1,i5,11,,11,1,0
235,Acer,Acer Aspire 3 15 A315-510P UN.KDHSI.019 Laptop ,29990,8,512,1,,,6.0,11,1,47
236,Acer,Acer Aspire Lite 15 AL15-51 2023  Laptop ,46499,16,1024,1,i5,11,1.0,11,1,0
237,Lenovo,Lenovo ThinkPad X1 Carbon 21HMS00000 Laptop ,212990,16,1024,1,i7,13,3.0,11,1,0
238,Avita,Avita Liber AM15A2INT56F Laptop ,32593,8,512,1,i3,12,1.0,11,1,51
239,Acer,Acer TravelMate P2 TMP214-53 14 Business Laptop ,47990,16,512,1,i7,11,10.0,11,1,0
240,HP,HP ProBook 440 G8 7L375PA Notebook PC ,99999,8,512,1,i7,11,3.0,11,1,0
241,Avita,Avita Pura S101 Laptop ,19349,8,256,1,,,1.0,11,1,41
242,Apple,Apple MacBook Pro 16 2023 Laptop ,349900,36,1024,1,,,,11,1,0
243,Apple,Apple MacBook Pro 14 2023 Laptop ,319900,36,1024,1,,,,11,1,0
244,Apple,Apple MacBook Pro 16 2023 Laptop ,234899,18,512,1,,,6.0,11,1,58
245,Apple,Apple MacBook Pro 14 2023 Laptop ,239900,18,1024,1,,,,11,1,58
246,Apple,Apple MacBook Pro 14 2023 Laptop ,187899,18,512,1,,,6.0,11,1,56
247,Apple,Apple MacBook Pro 14 2023 Laptop ,178499,8,1024,1,,,5.0,11,1,53
248,Lenovo,Lenovo Legion Pro 5 16IRX8 82WK00MWIN Gaming Laptop ,152990,16,1024,1,i7,13,1.0,11,1,0
249,Lenovo,Lenovo Yoga Slim 7i Carbon 13IRP8 83AY003CIN Laptop ,122990,16,1024,1,i7,13,,11,1,0
250,Asus,Asus Chromebook CX1500CKA-EJ0247 Laptop ,32825,8,128,0,,,6.0,11,1,0
251,Lenovo,Lenovo Ideapad Gaming 3 15ARH7 82SB00QJIN Laptop  ,68990,16,512,1,,,10.0,11,1,0
252,HP,HP 15s-fq2510tu Laptop ,50890,16,512,1,i5,11,2.0,11,1,0
253,Lenovo,Lenovo IdeaPad Gaming 3 Gen 6 82K2028QIN Laptop ,51884,8,512,1,,,2.0,11,1,0
254,Dell,Dell Inspiron 3520 IN3520P9K46002ORS1 Laptop ,37990,8,512,1,i3,12,5.0,11,1,59
255,Lenovo,Lenovo LOQ 15APH8 82XT004KIN Gaming Laptop ,101990,16,512,1,,,5.0,11,1,0
256,Asus,Asus Chromebook CX1400FKA-EC0168 Laptop ,30199,8,128,0,,,2.0,11,1,44
257,Avita,Avita Pura S102 Laptop ,20949,8,512,1,,,1.0,11,1,43
258,Apple,Apple MacBook Pro 14 2023 Laptop ,159699,8,512,1,,,5.0,11,1,51
259,HP,HP Omen 16-xd0005AX Gaming Laptop ,110881,16,1024,1,,,2.0,11,1,0
260,HP,HP Spectre x360 14-ef2036TU Laptop ,150200,16,512,1,i7,13,1.0,11,1,0
261,Acer,Acer Aspire Lite AL15-51 15 2023 Laptop ,43990,8,1024,1,i5,11,3.0,11,1,0
262,Lenovo,Lenovo S14 Gen 3 82TW000VIH Laptop ,45490,8,512,1,i5,12,2.0,11,1,57
263,HP,HP Victus 15-fa1134TX Laptop ,97990,16,512,1,i7,12,3.0,11,1,0
264,Infinix,Infinix INBook Y1 Plus 15 XL28 Laptop ,29990,8,512,1,i5,10,8.0,11,1,54
265,Lenovo,Lenovo Legion Pro 7 82WQ007UIN Gaming Laptop ,359095,32,1024,1,i9,13,1.0,11,1,0
266,Microsoft,Microsoft Surface Laptop Go 3 XK1-00045 ,78999,8,256,1,i5,12,1.0,11,1,58
267,HP,HP Victus 15-FA1098TX Laptop ,59999,8,512,1,i5,12,4.0,11,1,0
268,Acer,Acer Aspire 5 A514-56M NX.KH6SI.001 Gaming Laptop ,56990,16,512,1,i5,13,1.0,11,1,56
269,Acer,Acer Aspire Lite AL15-41 Laptop ,41990,16,1024,1,,,,11,1,0
270,HP,HP Victus 15-fb1002AX Gaming Laptop ,51369,8,512,1,,,4.0,11,1,0
271,Gigabyte,Gigabyte G5 MF-E2IN313SHLaptop ,72990,8,512,1,i5,12,14.0,11,1,0
272,HP,HP Pavilion Plus ‎16-ab0456TX Laptop ,124999,16,1024,1,i7,13,,11,1,0
273,Lenovo,Lenovo IdeaPad Gaming 3 82K101LJIN Laptop ,52990,16,512,1,i5,11,1.0,11,1,0
274,Dell,Dell Inspiron 3530 IN3530RMD8W001ORS1 Laptop ,64980,16,1024,1,i5,13,5.0,11,1,53
275,HP,HP Omen 16-XD0007ax Gaming Laptop ,104990,16,1024,1,,,7.0,11,1,0
276,MSI,MSI Vector GP68 HX 13VG-214IN Gaming Laptop ,184990,16,1024,1,i7,13,,11,1,0
277,Asus,Asus Vivobook Pro 15 OLED M6500QC-LK751WS Laptop ,90899,16,1024,1,,,7.0,11,1,0
278,Lenovo,Lenovo IdeaPad Flex 5 82R9008FIN Laptop ,61990,16,512,1,,,,11,1,0
279,Asus,Asus Vivobook Go 14 E1404FA-NK547WS Laptop ,42990,8,512,1,,,4.0,11,1,58
280,Acer,Acer Aspire 3 A315-24P NX.KDESI.00B Laptop ,33990,8,512,1,,,2.0,11,1,54
281,Asus,Asus Vivobook 16 2023 X1605ZAB-MB342WS Laptop ,41990,16,512,1,i3,12,4.0,11,1,0
282,Lenovo,Lenovo Thinkpad L14 Gen 2 ‎20X1S10V00 Laptop ,49499,8,512,1,i3,11,,11,1,54
283,HP,HP Omen 16-k0789TX Gaming Laptop ,90999,16,512,1,i5,12,,11,1,0
284,Lenovo,Lenovo V15 G4 Laptop ,35990,8,512,1,,,1.0,11,1,53
285,Lenovo,Lenovo Legion Slim 5 82Y9009JIN Gaming Laptop ,132190,16,1024,1,,,,11,1,0
286,Gigabyte,Gigabyte G5 MF-G2IN313SH Laptop ,78271,16,512,1,i7,12,1.0,11,1,0
287,Lenovo,Lenovo IdeaPad Slim 3 14ITL6 82H701N3IN Laptop ,37800,8,512,1,i3,11,1.0,11,1,0
288,Lenovo,Lenovo IdeaPad 3 15IAU7 82RK00WXIN Laptop ,32990,8,256,1,i3,12,8.0,11,1,57
289,Lenovo,Lenovo IdeaPad 1 15AMN7 82VG00ERIN Laptop ,31990,8,512,1,,,8.0,11,1,56
290,Asus,Asus Vivobook 16X K3605VU-MB541WS Laptop ,89990,16,512,1,i5,13,13.0,11,1,0
291,Asus,Asus Vivobook 16X K3605ZU-MB542WS Laptop ,80990,16,512,1,i5,12,17.0,11,1,0
292,Lenovo,Lenovo IdeaPad Gaming 3 15IHU6 82K101R9IN Laptop ,55499,8,512,1,i5,11,1.0,11,1,0
293,Asus,Asus Vivobook Go 14 E1404FA-NK543WS Laptop ,51990,16,512,1,,,12.0,11,1,57
294,Lenovo,Lenovo IdeaPad Gaming 3 82SB00V5IN Laptop ,66990,8,512,1,,,2.0,11,1,0
295,Asus,Asus Vivobook Go 14 E410KA-EK013W Laptop ,23990,8,256,1,,,3.0,11,1,45
296,Lenovo,Lenovo Yoga 7 82YL0095IN Laptop ,91990,16,1024,1,i5,13,,11,1,0
297,Asus,Asus Vivobook Pro 15 OLED M6500QC-LK741WS Laptop ,79660,16,512,1,,,1.0,11,1,0
298,Ultimus,Ultimus Lite NU14U4INC44BN-CS Laptop ,14990,4,256,1,,,2.0,11,1,45
299,Dell,Dell Inspiron 3520 IN3520KTMFJS01ORS1 Laptop ,31990,8,512,1,i3,11,37.0,11,1,58
300,Lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K20289IN Laptop ,47990,8,512,1,,,7.0,11,1,0
301,HP,HP Omen 17-ck2011TX Gaming Laptop ,339999,32,1024,1,i9,13,3.0,11,1,0
302,Dell,Dell Inspiron 7430 2 in 1 2023 Laptop ,55990,8,256,1,i3,13,1.0,11,1,57
303,Zebronics,Zebronics Pro Series Z ZEB-NBC 3S 2023 Laptop ,31990,8,512,1,i3,12,1.0,11,1,0
304,Zebronics,Zebronics Pro Series Z ZEB-NBC 4S 2023 Laptop ,37990,8,512,1,i5,12,,11,1,0
305,Zebronics,Zebronics ZEB-NBC 2S 2023 Laptop ,27990,8,512,1,i5,11,13.0,11,1,0
306,Primebook,Primebook PBMTWIFI11064 Wi-Fi Laptop ,12990,4,64,0,,,,11,1,0
307,Acer,Acer Aspire 5 A515-58GM 15 2023 Gaming Laptop ,63990,16,512,1,i5,13,1.0,11,1,0
308,Acer,Acer Nitro V ANV15-51 UN.QNASI.002 Gaming Laptop ,64990,16,512,1,i5,13,3.0,11,1,0
309,Acer,Acer Nitro V ANV15-51 NH.QNASI.001 Gaming Laptop ,62990,8,512,1,i5,13,3.0,11,1,0
310,Ultimus,Ultimus Lite NU14U4INC54BN-CS Laptop ,15890,8,256,1,,,4.0,11,1,47
311,Zebronics,Zebronics ZEB-NBC 5S 2023 Laptop ,52990,16,1024,1,i7,12,1.0,11,1,0
312,HP,HP 15s-fy5007TU Laptop ,51990,8,512,1,i5,12,4.0,11,1,0
313,Zebronics,Zebronics Pro Series Y ZEB-NBC 1S Laptop ,23990,8,512,1,i3,11,17.0,11,1,56
314,Zebronics,Zebronics ZEB-NBC 5S Laptop ,46990,16,512,1,i7,12,9.0,11,1,0
315,Asus,Asus TUF Gaming F17 FX707ZC4-HX048WS Gaming Laptop ,85990,8,512,1,i5,12,6.0,11,1,0
316,HP,HP Omen 16-u0024TX Gaming Laptop ,292999,32,2048,1,i9,13,,11,1,0
317,HP,HP Omen 17-cm2002TX Gaming Laptop ,165999,16,512,1,i7,13,,11,1,0
318,HP,HP Pavilion Plus ‎14-ey0789AU Laptop ,91999,16,1024,1,,,1.0,11,1,0
319,HP,HP Omen 16-u0021TX Gaming Laptop ,187500,16,1024,1,i7,13,,11,1,0
320,Lenovo,Lenovo Yoga Slim 6 14IRH8 83E00015IN Laptop ,83190,16,1024,1,i5,13,3.0,11,1,58
321,Lenovo,Lenovo IdeaPad Pro 5 83AQ005SIN Gaming Laptop ,108990,16,1024,1,i7,13,,11,1,0
322,Lenovo,Lenovo Yoga Slim 6 83E00006IN Laptop ,79990,16,512,1,i5,13,,11,1,57
323,Lenovo,Lenovo IdeaPad Gaming 3 82K2027CIN Laptop ,49990,8,512,1,,,14.0,11,1,0
324,Lenovo,Lenovo IdeaPad Gaming 3 15IHU6 82K101R3IN Laptop ,49990,8,512,1,i5,11,14.0,11,1,0
325,Asus,Asus TUF Gaming F17 FX706HF-HX019W Laptop ,66972,16,512,1,i5,11,5.0,11,1,0
326,Lenovo,Lenovo IdeaPad 1 15ALC7 82R400BSIN Laptop ,38290,8,512,1,,,6.0,11,1,56
327,Dell,Dell Inspiron 5430 IN5430FR0KC001ORS1 Laptop ,62990,8,512,1,i5,13,1.0,11,1,53
328,Asus,Asus Vivobook 15 X1502ZA-EJ531WS Laptop ,47990,8,512,1,i5,12,10.0,11,1,51
329,Acer,Acer One 11 Z8-284 UN.013SI.033 Laptop ,18990,8,128,1,,,4.0,11,1,45
330,HP,HP 15s-fy5006TU Laptop ,37990,8,512,1,i3,12,2.0,11,1,57
331,Lenovo,Lenovo IdeaPad Flex 5 14IRU8 82Y00051IN Laptop ,77990,16,512,1,i5,13,,11,1,0
332,Lenovo,Lenovo Yoga Slim 6 14IRH8 83E00007IN Laptop ,92990,16,512,1,i7,13,,11,1,58
333,Lenovo,Lenovo Legion Pro 5 82WM00B7IN Gaming Laptop ,164190,16,1024,1,,,,11,1,0
334,Lenovo,Lenovo IdeaPad 1 82VG00ESIN Laptop ,37990,8,512,1,,,5.0,11,1,57
335,Lenovo,Lenovo Legion 5 Pro 82JQ010EIN Laptop ,103395,16,512,1,,,,11,1,0
336,Lenovo,Lenovo Legion Slim 5 82YA00DXIN Gaming Laptop ,139190,16,1024,1,i7,13,,11,1,0
337,HP,HP Pavilion 14-dv2153TU Laptop ,68710,16,1024,1,i5,12,,11,1,0
338,Lenovo,Lenovo Legion Pro 7 2023 82WQ007TIN Gaming Laptop ,298990,32,1024,1,i9,13,,11,1,0
339,Lenovo,Lenovo IdeaPad Slim 5 82XD005RIN Laptop ,69990,16,512,1,i5,13,1.0,11,1,58
340,HP,HP 14s-dr3002TU Laptop ,27990,8,512,1,,,4.0,11,1,47
341,Lenovo,Lenovo IdeaPad 3 15IAU7 82RK00XDIN Laptop ,30990,8,256,1,i3,12,9.0,11,1,57
342,Lenovo,Lenovo IdeaPad Flex 5 14IRU8 82Y0004TIN Laptop ,92000,16,512,1,i7,13,5.0,11,1,0
343,Lenovo,Lenovo IdeaPad Slim 3 82RK00EMIN Laptop ,48990,8,512,1,i5,12,1.0,11,1,0
344,MSI,MSI Bravo 15 B7ED-011IN Gaming Laptop ,79990,16,512,1,,,3.0,11,1,0
345,Acer,Acer C734 NX.H8VSI.004 Chromebook Laptop ,25919,4,64,0,,,1.0,11,1,0
346,Acer,Acer Aspire 5 2023 A515-58GM Gaming Laptop ,56990,16,512,1,i5,13,6.0,11,1,0
347,Lenovo,Lenovo IdeaPad Slim 1 82VG00EVIN Laptop ,29990,8,512,1,,,11.0,11,1,57
348,Lenovo,Lenovo IdeaPad Gaming 3 82K101PCIN Laptop ,50190,8,512,1,i5,11,,11,1,0
349,MSI,MSI Bravo 15 B7ED-012IN Gaming Laptop ,47990,8,512,1,,,13.0,11,1,0
350,Asus,Asus ROG Strix G15 G513RC-HN251WS Gaming Laptop ,83990,16,1024,1,,,6.0,11,1,0
351,Asus,Asus Vivobook 16 2023 X1605VA-MB957WS Laptop ,95689,16,1024,1,i9,13,10.0,11,1,0
352,HP,HP Zbook FireFly 14 G8 4F0W6PA Laptop ,89999,16,512,1,i5,11,,11,1,0
353,Dell,Dell Inspiron 15 3511 IN35117W5CCS01ORB1 Laptop ,39990,8,512,1,i5,11,38.0,11,1,53
354,Lenovo,Lenovo IdeaPad Slim 3 82RK00VWIN Laptop ,35990,8,512,1,i3,12,6.0,11,1,59
355,Lenovo,Lenovo Thinkpad T14 Laptop ,90000,16,512,1,,,,11,1,58
356,Asus,Asus Vivobook S14 Flip TN3402QA-LZ751WS Laptop ,69990,16,1024,1,,,3.0,11,1,0
357,Lenovo,Lenovo IdeaPad Gaming 3 82SB00V3IN Laptop ,62990,16,512,1,,,2.0,11,1,0
358,Asus,Asus Vivobook S14 Flip TN3402QA-LZ551WS Laptop ,64500,16,1024,1,,,6.0,11,1,58
359,Lenovo,Lenovo IdeaPad Gaming 3 82SB00V4IN Laptop ,61990,8,512,1,,,2.0,11,1,0
360,Lenovo,Lenovo IdeaPad Gaming 3 82K2028AIN Laptop ,45990,8,512,1,,,8.0,11,1,0
361,Lenovo,Lenovo IdeaPad Slim 3 82RK011DIN Laptop ,30990,8,256,1,i3,12,6.0,11,1,51
362,Lenovo,Lenovo IdeaPad 1 15AMN7 82VG00EQIN Laptop ,26990,8,512,1,,,6.0,11,1,46
363,Dell,Dell Vostro 3520 Laptop ,42990,8,512,1,i5,11,23.0,11,1,57
364,Dell,Dell Inspiron 15 3520 IN352092K4N001ORS1 Laptop ,53480,16,512,1,i5,12,8.0,11,1,57
365,Dell,Dell Vostro 3530 Laptop ,56990,8,512,1,i5,13,3.0,11,1,56
366,Lenovo,Lenovo V14 G4 Laptop ,29490,8,512,1,,,4.0,11,1,51
367,Dell,Dell Vostro 3525 Laptop ,39990,8,512,1,,,1.0,11,1,56
368,Lenovo,Lenovo V15 G3 82TTA02UIH Laptop ,44621,8,512,1,i5,12,5.0,11,1,0
369,Asus,Asus ROG Strix G16 2023 G614JJ-N3086WS Gaming Laptop ,96489,16,512,1,i5,13,4.0,11,1,0
370,MSI,MSI Creator Z16 HX B13VFTO-215IN Laptop ,219990,32,1024,1,i7,13,2.0,11,1,0
371,Asus,Asus ROG Strix G16 2023 G614JJ-N3088WS Gaming Laptop ,99990,16,1024,1,i5,13,2.0,11,1,0
372,MSI,MSI Creator Pro M16 B13VJ-1272IN Gaming Laptop ,249990,32,1024,1,i7,13,19.0,11,1,0
373,HP,HP 240 G9 821J4PA Laptop ,74999,8,512,1,i5,12,4.0,11,1,0
374,Lenovo,Lenovo IdeaPad Slim 3i 82X70032IN Laptop ,41900,8,512,1,i3,13,2.0,11,1,43
375,Lenovo,Lenovo IdeaPad Flex 5 Gen 8 82XX0070IN Laptop ,67190,16,512,1,,,5.0,11,1,0
376,Lenovo,Lenovo IdeaPad 3 82H802L3IN Laptop ,36650,8,512,1,i3,11,,11,1,58
377,HP,HP ZBook Firefly 16 G9 6V2X7PA Workstation PC Laptop ,124999,16,1024,1,i7,12,8.0,11,1,0
378,Dell,Dell Inspiron 3530 15 Laptop ,64990,16,1024,1,i5,13,4.0,11,1,57
379,Lenovo,Lenovo IdeaPad Slim 3 82H803HPIN Laptop ,48990,16,512,1,i5,11,4.0,11,1,59
380,Infinix,Infinix INBook X2 Slim Series XL23 2023 Laptop ,35990,16,1024,1,i5,11,5.0,11,1,0
381,Acer,Acer Aspire Lite 15 AL15-51 Laptop ,35490,16,512,1,i3,11,1.0,11,1,0
382,Chuwi,Chuwi FreeBook Laptop ,33990,12,512,1,i3,12,8.0,11,1,50
383,Lenovo,Lenovo IdeaPad Flex 5 82R900D4IN Laptop ,64190,16,512,1,,,2.0,11,1,0
384,Microsoft,Microsoft Surface Laptop Go 3 ,94999,16,256,1,i5,12,3.0,11,1,0
385,HP,HP Victus 15-fb0158AX Gaming Laptop ,50490,8,512,1,,,4.0,11,1,0
386,Dell,Dell Inspiron 7430 2023 Laptop ,104990,16,1024,1,i7,13,2.0,11,1,0
387,Lenovo,Lenovo Legion Slim 5 16APH8 82Y90042IN Gaming Laptop ,128990,16,512,1,,,,11,1,0
388,Lenovo,Lenovo IdeaPad Gaming 3 15IHU6 82K101PBIN Laptop ,52190,8,512,1,i5,11,1.0,11,1,0
389,Lenovo,Lenovo Legion Slim 5 82Y9009KIN Gaming Laptop ,113990,16,512,1,,,2.0,11,1,0
390,HP,HP Pavilion x360 14-ek1021TU Laptop ,89990,16,512,1,i7,13,2.0,11,1,0
391,Lenovo,Lenovo S14 Gen 3 82TW001DIH Laptop ,47990,8,512,1,i5,12,3.0,11,1,56
392,Lenovo,Lenovo IdeaPad Gaming 3 15IAH7 82S9014LIN Laptop ,69990,16,512,1,i5,12,1.0,11,1,0
393,HP,HP 15-fc0027AU Laptop ,39990,8,512,1,,,1.0,11,1,57
394,Lenovo,Lenovo ThinkBook 15 Gen 5 21JF0026MJ Laptop ,50990,16,512,1,,,5.0,11,1,0
395,Lenovo,Lenovo Legion Slim 5 16APH8 82Y9008MIN Gaming Laptop ,137490,16,512,1,,,2.0,11,1,0
396,Acer,Acer Swift Go 14 NX.KG3SI.005 Laptop ,48994,16,512,1,,,3.0,11,1,0
397,Acer,Acer Aspire 5 A515-58M NX.KHFSI.003 Gaming Laptop ,42990,8,512,1,i3,13,4.0,11,1,50
398,Asus,Asus VivoBook 15 X515MA-BR022WS Laptop ,27980,8,512,1,,,1.0,11,1,43
399,HP,HP Spectre 17-cs0097nr Foldable Laptop ,415000,16,1024,1,i7,12,,11,1,0
400,Asus,Asus VivoBook 15 X1500EA-EJ311W Laptop ,26990,8,256,1,i3,11,11.0,11,1,57
401,Fujitsu,Fujitsu CH‎ 4ZR1L82434 Laptop ,69990,16,512,1,i7,13,15.0,11,1,0
402,Fujitsu,Fujitsu CH‎ 4ZR1L82433 Laptop ,59990,16,512,1,i5,13,19.0,11,1,0
403,Asus,Asus Vivobook 15X OLED M3504YA-LK752WS Laptop ,73463,16,1024,1,,,5.0,11,1,0
404,Asus,Asus Vivobook 15 X1502ZA-EJ993WS Laptop ,40990,16,512,1,i3,12,2.0,11,1,59
405,Asus,Asus Vivobook 15 X1504ZA-NJ542WS Laptop ,51990,16,512,1,i5,12,7.0,11,1,0
406,Acer,Acer Swift Go NXKPZSI002 Laptop ,72990,16,512,1,i5,13,6.0,11,1,0
407,HP,HP Pavilion 15-eg3018TU Laptop ,75990,16,1024,1,i5,13,1.0,11,1,59
408,HP,HP 15s-fq3066TU Laptop ,31964,8,512,1,,,15.0,11,1,51
409,Asus,Asus Vivobook Pro 15 M6500RC-HN741WS Laptop ,72990,16,512,1,,,1.0,11,1,0
